TransactionID,CustomerAge,TransactionAmount,TransactionTimeHour,NumPrevTransactions,LocationRiskScore,IsFraud
1517,48,20.19,7,48,1.0,0
1518,23,313.02,22,17,0.08,0
1519,44,47.27,11,35,0.94,0
1520,57,41.44,14,1,0.29,0
1521,51,6.45,1,36,0.69,0
1522,29,66.59,16,15,0.34,0
1523,62,11.54,6,19,0.97,0
1524,24,28.57,12,42,0.1,0
1525,27,38.12,0,5,0.5,0
1526,62,165.46,5,19,0.43,0
1527,34,208.34,12,43,0.33,0
1528,43,36.02,10,39,0.65,0
1529,38,195.69,9,5,0.13,0
1530,45,194.65,15,12,0.72,1
1531,63,144.67,23,19,0.98,0
1532,19,15.86,22,47,0.8,0
1533,60,117.22,19,12,0.86,0
1534,18,290.09,16,36,0.36,0
1535,68,114.74,16,12,0.32,0
1536,53,40.29,3,18,0.52,0
1537,68,69.43,4,49,0.05,0
1538,43,103.77,22,48,0.95,0
1539,46,71.45,13,43,0.14,0
1540,38,12.78,19,34,0.9,0
1541,28,37.41,9,48,0.08,0
1542,57,162.15,13,33,0.82,0
1543,28,197.63,0,49,0.15,0
1544,53,14.77,10,18,0.04,0
1545,66,304.46,22,29,0.72,0
1546,56,39.87,17,45,0.28,0
1547,57,108.56,15,5,0.71,0
1548,52,139.36,17,25,0.56,0
1549,51,167.1,7,24,0.11,0
1550,64,291.41,9,29,0.93,0
1551,41,37.53,9,38,0.45,0
1552,39,195.55,4,33,0.73,0
1553,22,14.12,9,10,0.5,0
1554,50,122.09,17,37,0.6,0
1555,53,135.47,20,33,0.3,0
1556,64,113.23,23,23,0.2,0
1557,37,29.08,5,11,0.54,0
1558,36,206.39,2,24,0.44,0
1559,52,18.5,7,24,0.39,0
1560,69,5.51,8,7,0.67,0
1561,60,126.4,4,21,0.69,0
1562,34,64.53,1,20,0.05,0
1563,62,189.11,1,10,0.34,0
1564,60,48.35,6,25,0.41,0
1565,51,18.43,16,47,0.1,0
1566,26,181.06,9,36,0.24,0
1567,43,79.61,11,48,0.05,0
1568,19,20.97,1,47,1.0,0
1569,26,127.43,9,15,0.74,0
1570,26,71.56,19,44,0.09,0
1571,57,92.71,0,40,0.02,0
1572,34,61.79,3,40,0.72,1
1573,18,176.44,12,6,0.44,0
1574,42,176.94,11,37,0.79,0
1575,60,123.58,10,2,0.92,0
1576,57,11.14,9,12,0.6,0
1577,59,182.54,14,4,0.19,0
1578,42,111.17,4,23,0.78,0
1579,56,119.41,16,13,0.96,0
1580,52,45.1,4,17,0.58,0
1581,20,211.43,1,31,0.68,1
1582,67,129.23,8,16,0.34,0
1583,54,11.94,5,41,0.38,0
1584,61,52.39,17,26,0.73,0
1585,61,217.49,13,28,0.93,0
1586,68,4.83,18,1,0.63,0
1587,47,325.49,13,47,0.79,0
1588,55,113.68,7,12,0.17,0
1589,51,99.8,16,37,0.21,0
1590,29,31.55,2,20,0.53,0
1591,36,28.61,9,2,0.18,0
1592,54,284.83,16,36,0.63,0
1593,61,35.42,10,15,0.29,0
1594,66,149.39,7,38,0.79,0
1595,34,49.94,0,22,0.81,0
1596,27,15.0,12,44,0.46,0
1597,66,1.08,20,32,0.18,0
1598,64,78.58,3,20,0.65,0
1599,29,372.05,6,36,0.99,0
1600,33,46.07,13,33,0.62,0
1601,41,44.19,4,15,0.04,0
1602,36,42.17,23,46,0.02,0
1603,25,73.51,10,3,0.32,0
1604,48,58.1,16,29,0.2,0
1605,38,211.96,4,47,0.81,0
1606,34,70.43,19,27,0.84,0
1607,40,70.88,2,5,0.26,0
1608,54,14.89,4,31,0.33,0
1609,33,405.93,14,22,0.24,0
1610,23,28.76,18,35,0.91,0
1611,25,7.62,15,7,0.5,0
1612,42,108.81,7,6,0.66,0
1613,35,90.48,12,26,0.42,0
1614,42,53.64,15,1,0.63,0
1615,29,54.85,2,19,0.39,0
1616,32,153.74,0,7,0.34,0
1617,43,21.78,8,36,0.63,0
1618,58,171.62,8,12,0.59,0
1619,62,104.62,21,20,0.29,0
1620,43,54.3,16,23,0.15,0
1621,64,61.25,23,25,0.37,0
1622,49,29.66,1,30,0.42,0
1623,27,139.48,8,29,0.63,0
1624,33,71.92,23,31,0.91,0
1625,24,38.69,18,18,0.04,1
1626,34,90.65,12,41,0.24,0
1627,40,545.72,4,19,0.19,0
1628,43,57.14,8,4,0.5,0
1629,38,253.44,12,1,0.43,0
1630,39,42.31,0,41,0.73,0
1631,24,5.63,14,15,0.24,0
1632,31,22.85,3,8,0.59,0
1633,32,54.25,3,15,0.88,0
1634,24,24.8,19,15,0.91,0
1635,26,0.02,9,39,0.96,0
1636,68,246.51,5,22,0.77,0
1637,65,185.71,23,18,0.91,0
1638,25,135.59,11,16,0.23,0
1639,67,18.37,19,2,0.2,0
1640,40,12.82,15,36,0.01,0
1641,46,7.0,2,20,0.71,0
1642,35,128.75,13,16,0.94,0
1643,48,264.24,0,3,0.19,0
1644,47,56.31,9,30,0.64,0
1645,69,12.69,14,2,0.75,0
1646,56,71.82,6,35,0.93,0
1647,52,42.9,3,26,0.65,0
1648,35,46.97,13,5,0.97,0
1649,59,97.11,23,2,0.34,0
1650,56,126.84,15,20,0.35,0
1651,34,11.72,13,34,0.54,0
1652,31,3.62,2,34,0.38,0
1653,48,517.26,16,20,0.0,0
1654,41,26.49,20,25,0.73,0
1655,52,5.53,13,20,0.75,0
1656,61,21.06,17,25,0.75,0
1657,62,3.97,2,14,0.35,0
1658,51,49.73,21,47,0.52,0
1659,20,162.15,18,44,0.36,0
1660,54,41.74,2,43,0.02,1
1661,60,58.73,11,43,0.56,0
1662,57,112.57,21,39,0.12,0
1663,43,71.11,4,12,0.08,0
1664,40,197.65,9,48,0.76,0
1665,61,201.02,8,5,0.01,0
1666,56,1.0,0,2,0.96,0
1667,32,150.53,12,16,0.52,0
1668,66,61.75,2,30,0.98,0
1669,21,449.55,18,47,0.06,0
1670,46,66.02,10,43,0.58,0
1671,39,433.48,15,38,0.35,0
1672,42,140.47,5,45,0.84,0
1673,30,28.58,23,42,0.36,0
1674,35,77.3,2,24,0.26,0
1675,50,484.54,18,30,0.86,0
1676,33,194.86,5,37,0.37,0
1677,62,10.24,7,39,0.02,0
1678,59,122.54,21,11,0.39,0
1679,61,42.4,12,14,0.65,0
1680,19,0.7,11,23,0.25,0
1681,52,51.66,9,16,0.43,0
1682,59,26.76,2,21,0.06,0
1683,51,170.85,3,4,0.59,0
1684,47,41.15,0,33,0.76,0
1685,30,175.75,12,47,0.41,0
1686,30,0.06,23,14,0.42,0
1687,35,36.79,3,19,0.09,0
1688,49,27.6,21,5,0.2,0
1689,49,26.6,10,36,0.15,0
1690,52,7.06,18,31,0.48,0
1691,56,20.72,10,45,0.53,0
1692,63,81.09,11,18,0.95,0
1693,69,34.44,10,44,0.07,0
1694,46,54.02,5,31,0.6,0
1695,66,47.3,11,30,0.53,0
1696,46,208.67,8,21,0.52,0
1697,61,235.7,9,47,0.87,0
1698,33,67.92,2,30,0.21,0
1699,61,40.07,2,41,0.04,0
1700,64,11.29,19,4,0.67,0
1701,27,306.62,22,5,0.35,0
1702,47,6.21,15,41,0.02,0
1703,42,35.33,2,45,0.25,0
1704,56,35.39,9,10,0.31,0
1705,37,38.63,23,27,0.62,0
1706,22,17.95,10,16,0.17,0
1707,18,152.86,7,30,0.41,0
1708,47,13.07,5,13,0.48,0
1709,66,100.76,19,36,0.46,0
1710,20,13.22,10,21,0.97,0
1711,62,7.31,20,45,0.05,0
1712,31,240.16,11,40,0.95,0
1713,47,21.09,15,45,0.58,0
1714,67,172.18,17,15,0.8,0
1715,21,78.66,12,20,0.43,0
1716,35,8.11,21,20,0.45,0
1717,54,311.11,2,45,0.88,0
1718,42,28.36,14,5,0.9,1
1719,65,196.36,21,32,0.24,0
1720,18,18.49,20,6,0.2,0
1721,63,192.38,13,30,0.5,0
1722,32,1.33,17,26,0.9,0
1723,26,71.7,13,37,0.32,0
1724,32,146.73,4,13,0.65,0
1725,66,273.02,20,29,0.71,0
1726,41,239.91,13,5,0.78,0
1727,21,171.27,7,25,0.56,0
1728,29,219.1,22,13,0.4,0
1729,54,22.22,14,24,0.97,0
1730,54,33.43,14,31,0.61,1
1731,60,34.1,18,20,0.73,0
1732,23,47.33,19,8,0.34,0
1733,56,49.98,5,9,0.67,0
1734,63,78.65,18,21,0.26,0
1735,41,17.42,7,20,0.25,0
1736,28,117.52,5,15,0.71,0
1737,30,18.34,19,26,0.52,0
1738,51,37.15,22,42,0.68,0
1739,42,69.99,14,11,0.27,0
1740,24,159.18,2,37,0.6,0
1741,69,134.5,9,41,0.44,0
1742,21,103.71,14,11,0.6,0
1743,25,16.93,23,27,0.29,0
1744,37,79.2,15,30,0.72,0
1745,46,9.15,16,19,0.81,0
1746,68,47.38,18,34,0.26,0
1747,62,53.36,10,38,0.3,0
1748,63,4.06,15,23,0.66,0
1749,27,32.02,4,1,0.7,0
1750,60,311.56,4,3,0.7,0
1751,51,307.12,13,3,0.68,0
1752,43,43.44,17,28,0.39,0
1753,58,4.41,7,14,0.39,0
1754,66,19.73,4,30,0.25,0
1755,20,49.79,6,5,0.16,0
1756,23,295.23,15,49,0.69,0
1757,22,15.22,22,15,0.09,0
1758,22,144.19,13,38,0.94,0
1759,64,11.51,4,14,0.83,0
1760,40,397.7,23,14,0.86,0
1761,66,48.06,8,49,0.91,0
1762,26,149.27,3,8,0.41,0
1763,52,41.94,3,8,0.85,0
1764,37,98.8,15,19,0.16,0
1765,66,21.32,23,32,0.02,0
1766,59,15.78,16,31,0.78,0
1767,52,278.17,14,29,0.07,0
1768,67,249.67,3,41,0.99,0
1769,35,218.45,5,11,0.67,0
1770,34,98.2,15,45,0.75,0
1771,41,165.17,3,13,0.25,0
1772,20,7.15,5,27,0.67,0
1773,49,40.77,4,19,0.04,0
1774,52,37.64,15,26,0.84,0
1775,55,100.96,15,37,0.17,0
1776,30,44.0,9,48,0.7,0
1777,64,16.08,8,9,0.22,0
1778,42,90.75,3,28,0.07,0
1779,26,168.41,13,32,0.48,0
1780,21,48.15,3,3,0.17,0
1781,31,14.19,11,32,0.73,0
1782,54,21.9,23,5,0.24,0
1783,51,27.11,9,8,0.34,0
1784,28,35.65,3,14,0.57,0
1785,58,102.94,17,3,0.28,0
1786,20,91.87,12,24,0.38,0
1787,45,119.1,12,13,0.82,0
1788,46,45.02,13,43,0.18,0
1789,26,173.73,17,29,0.08,0
1790,20,22.83,0,8,0.33,0
1791,42,63.31,20,42,0.42,0
1792,51,161.41,15,31,0.54,0
1793,29,19.86,14,26,0.37,0
1794,59,11.64,21,18,0.79,0
1795,26,215.14,4,18,0.04,0
1796,32,42.0,5,7,0.43,0
1797,57,115.16,5,48,0.38,0
1798,42,2.57,2,38,0.65,0
1799,22,117.13,15,48,0.97,0
1800,28,37.99,11,16,0.51,0
1801,51,5.74,3,33,0.99,0
1802,41,94.11,0,3,0.3,0
1803,32,27.55,3,38,0.03,0
1804,55,48.91,0,4,0.17,0
1805,25,8.4,20,36,0.4,0
1806,22,15.92,7,4,0.32,0
1807,65,35.38,23,42,0.1,0
1808,43,9.4,4,9,0.43,0
1809,35,241.72,1,40,0.34,0
1810,23,0.61,11,17,0.12,0
1811,54,66.14,21,17,0.3,0
1812,65,13.15,16,33,0.89,0
1813,30,36.77,6,20,0.3,0
1814,45,260.45,10,14,0.71,0
1815,22,17.64,3,22,0.61,0
1816,30,337.65,4,27,0.43,0
1817,34,23.04,5,43,0.24,0
1818,67,135.31,10,3,0.37,0
1819,57,79.12,0,24,0.59,0
1820,62,215.83,9,30,0.35,0
1821,49,80.74,19,8,0.21,0
1822,46,76.48,23,22,0.12,0
1823,68,21.75,20,25,0.88,0
1824,20,18.18,10,10,0.44,0
1825,57,248.28,23,49,0.63,0
1826,51,39.73,16,29,0.49,0
1827,57,46.53,7,40,0.87,0
1828,44,142.64,12,1,0.55,0
1829,30,41.37,19,21,0.48,0
1830,62,303.79,17,39,0.92,0
1831,50,133.91,21,24,0.72,0
1832,23,90.99,15,9,0.11,0
1833,41,212.78,1,44,0.18,0
1834,36,5.09,4,26,0.79,1
1835,33,29.71,17,9,0.84,0
1836,57,62.56,2,20,0.55,0
1837,45,25.74,21,35,0.55,0
1838,50,136.22,16,36,0.63,0
1839,65,251.59,15,42,0.44,0
1840,58,55.12,5,36,0.68,0
1841,30,41.88,18,9,0.11,0
1842,60,325.84,6,22,0.96,0
1843,62,58.85,17,1,0.75,0
1844,42,67.15,13,5,0.63,0
1845,59,43.33,5,9,0.32,0
1846,53,240.29,7,37,0.16,0
1847,44,84.15,14,38,0.41,0
1848,55,143.62,14,19,0.66,0
1849,24,167.03,14,8,0.63,0
1850,22,41.83,15,42,0.38,0
1851,60,56.86,0,43,0.61,0
1852,62,188.7,10,32,0.81,0
1853,68,45.14,4,13,0.03,0
1854,48,157.96,4,20,0.45,0
1855,40,283.01,20,36,0.76,0
1856,59,97.61,5,43,0.55,0
1857,27,135.34,1,44,0.65,0
1858,49,163.53,5,37,0.52,0
1859,60,186.46,13,30,0.99,0
1860,47,50.26,10,10,0.05,0
1861,56,5.26,3,31,0.49,0
1862,48,51.4,23,25,0.09,0
1863,35,112.01,8,29,0.16,0
1864,53,59.85,23,24,0.38,0
1865,19,138.22,2,39,0.16,0
1866,31,44.16,15,21,0.96,0
1867,30,100.72,10,41,0.95,0
1868,46,20.63,3,9,0.34,0
1869,29,138.38,0,42,0.64,0
1870,56,78.9,20,42,0.53,0
1871,19,22.82,21,2,0.82,0
1872,49,34.52,15,4,0.63,0
1873,30,138.07,18,8,0.0,0
1874,63,65.89,15,32,0.76,0
1875,44,24.34,10,14,0.75,0
1876,66,341.95,7,49,0.51,0
1877,58,125.57,22,13,0.9,0
1878,34,314.97,0,21,0.91,0
1879,57,55.71,20,24,0.52,0
1880,48,64.45,8,18,0.61,0
1881,51,228.23,11,45,1.0,0
1882,41,74.45,21,40,0.3,0
1883,62,122.85,7,26,0.32,0
1884,52,29.06,16,32,0.18,0
1885,65,59.19,9,44,0.9,0
1886,23,13.18,6,33,0.74,0
1887,36,23.06,18,31,0.11,1
1888,47,0.09,5,18,0.98,0
1889,24,4.01,20,35,0.73,0
1890,27,378.47,23,12,0.85,0
1891,58,27.75,23,25,0.05,0
1892,49,108.86,18,45,0.5,0
1893,51,182.7,17,31,0.7,0
1894,45,80.0,14,10,0.54,0
1895,32,16.62,1,47,0.67,0
1896,47,130.24,13,34,0.82,0
1897,54,91.69,20,3,0.37,0
1898,46,131.4,9,46,0.85,0
1899,39,146.86,15,39,0.16,0
1900,21,370.54,6,8,0.27,0
1901,37,85.23,7,32,0.04,0
1902,49,41.8,9,43,0.36,0
1903,53,104.54,14,29,0.38,0
1904,67,7.09,7,22,0.81,0
1905,21,227.69,12,20,0.65,0
1906,44,12.71,11,6,0.44,0
1907,34,39.73,7,43,0.65,0
1908,29,169.14,14,49,0.05,0
1909,39,90.96,11,29,0.18,0
1910,34,50.03,10,42,0.63,1
1911,27,64.14,18,17,0.64,1
1912,18,192.79,13,31,0.77,0
1913,39,41.55,17,34,0.4,0
1914,43,203.75,12,38,0.72,0
1915,35,9.23,3,37,0.68,0
1916,67,149.97,16,4,0.96,0
1917,31,188.09,18,2,0.22,0
1918,64,20.07,8,12,0.55,0
1919,46,56.27,22,35,0.6,0
1920,29,18.09,6,6,1.0,0
1921,53,122.62,0,46,0.2,0
1922,52,76.65,6,8,0.52,0
1923,69,100.87,6,21,0.35,0
1924,29,21.88,19,46,0.53,0
1925,24,23.79,6,35,0.23,0
1926,46,4.24,7,48,0.05,0
1927,28,38.87,15,15,0.57,0
1928,50,82.04,2,7,0.34,0
1929,23,195.15,12,15,0.18,0
1930,64,109.94,9,45,0.32,0
1931,32,57.16,17,6,0.05,0
1932,49,306.02,6,47,0.95,0
1933,68,127.03,20,17,0.58,0
1934,28,266.16,20,4,0.81,0
1935,40,74.99,4,22,0.42,0
1936,43,29.96,22,32,0.9,0
1937,51,5.43,23,22,0.48,0
1938,63,129.49,21,27,0.57,0
1939,51,12.93,6,46,0.49,0
1940,46,36.06,21,15,0.73,0
1941,21,76.03,16,44,0.57,0
1942,34,83.11,3,22,0.27,0
1943,52,91.77,23,28,0.15,0
1944,30,18.18,22,42,0.61,0
1945,58,47.76,15,38,0.49,0
1946,56,96.02,18,9,0.1,0
1947,32,350.05,9,34,0.4,0
1948,46,130.06,2,36,0.51,0
1949,46,255.88,2,9,0.83,0
1950,28,143.64,16,15,0.08,0
1951,69,89.58,9,45,0.35,0
1952,49,21.32,16,20,0.82,0
1953,19,109.87,21,8,0.65,1
1954,64,97.65,16,28,0.29,0
1955,31,92.25,20,19,0.85,0
1956,37,67.29,3,16,0.49,0
1957,39,75.22,20,11,0.5,0
1958,28,40.71,22,42,0.98,1
1959,44,73.25,5,8,0.95,0
1960,20,22.01,11,33,0.36,0
1961,34,163.57,21,10,0.14,0
1962,61,20.55,19,18,0.33,0
1963,45,8.88,16,35,0.03,0
1964,46,57.31,16,43,0.02,0
1965,38,107.38,9,3,0.4,0
1966,64,57.57,6,40,0.94,0
1967,33,32.4,15,27,0.87,0
1968,54,81.68,12,28,0.51,0
1969,37,42.62,2,46,0.57,0
1970,23,270.11,1,6,0.01,0
1971,36,255.94,15,47,0.22,0
1972,22,69.79,5,14,0.02,0
1973,20,39.73,5,7,0.75,0
1974,18,133.61,12,10,0.15,0
1975,55,3.74,6,15,0.87,0
1976,32,64.39,4,31,0.64,0
1977,51,41.0,23,29,0.23,0
1978,52,253.24,6,42,0.16,0
1979,66,1.21,1,17,0.63,0
1980,42,80.48,16,29,0.9,0
1981,41,134.96,12,49,0.72,0
1982,29,66.36,20,44,0.35,0
1983,35,8.93,20,15,0.59,0
1984,32,359.22,15,26,0.31,0
1985,61,72.98,19,12,1.0,0
1986,33,95.24,1,25,0.75,0
1987,44,27.0,4,41,0.61,0
1988,25,66.07,17,5,0.42,0
1989,63,56.06,6,4,0.62,0
1990,42,7.78,10,44,0.34,0
1991,34,11.22,10,48,0.03,0
1992,46,181.69,21,41,0.4,0
1993,25,27.42,16,31,0.93,0
1994,32,21.69,15,3,0.63,0
1995,44,70.3,12,3,0.08,0
1996,63,146.42,21,26,0.88,0
1997,67,6.39,4,17,0.27,0
1998,69,85.99,19,10,0.24,0
1999,24,12.69,15,2,0.3,0
2000,20,3.71,21,24,0.58,0
2001,46,5.42,21,11,0.54,0
2002,61,179.68,15,24,0.49,0
2003,41,12.55,15,35,0.72,0
2004,20,4.62,13,23,0.32,0
2005,37,57.61,5,32,0.78,0
2006,63,185.79,1,23,0.18,0
2007,32,30.44,13,34,0.78,0
2008,42,54.77,15,41,0.66,1
2009,47,4.07,22,19,0.68,0
2010,31,59.62,19,2,0.48,0
2011,24,86.18,12,2,0.67,0
2012,34,84.61,14,15,0.08,0
2013,61,40.41,11,21,0.85,0
2014,37,37.91,8,35,0.06,1
2015,53,11.27,17,5,0.15,0
2016,26,45.7,20,43,0.58,0
2017,55,10.48,13,27,0.74,0
2018,65,145.5,19,24,0.08,0
2019,39,338.95,3,7,0.92,0
2020,19,350.9,7,6,0.97,0
2021,41,200.3,7,46,0.61,0
2022,25,91.83,21,33,0.48,0
2023,28,120.69,21,49,0.74,0
2024,30,33.58,15,17,0.33,0
2025,34,99.63,23,46,0.49,0
2026,25,60.82,9,42,0.92,0
2027,38,65.78,20,30,0.96,0
2028,35,141.79,16,8,0.93,0
2029,47,33.12,0,40,0.26,0
2030,35,38.28,17,46,0.23,0
2031,63,258.55,9,7,0.3,0
2032,64,5.79,20,6,0.44,0
2033,48,66.48,3,4,0.31,0
2034,55,243.96,0,1,0.37,0
2035,49,94.25,3,15,0.62,0
2036,28,79.06,3,31,0.76,0
2037,62,28.73,3,25,0.74,0
2038,42,42.05,16,47,0.81,0
2039,50,191.09,8,33,0.03,0
2040,55,81.92,18,35,0.05,0
2041,58,72.31,12,5,0.79,0
2042,25,10.49,3,5,0.53,0
2043,28,1.62,4,36,0.58,0
2044,39,331.55,12,17,0.05,1
2045,68,47.32,22,14,0.26,0
2046,41,92.44,15,29,0.64,0
2047,58,8.31,21,8,0.86,0
2048,34,114.92,4,34,0.92,0
2049,29,269.66,7,40,0.5,0
2050,63,85.72,15,1,0.55,0
2051,49,13.48,0,29,0.83,0
2052,32,87.16,22,36,0.54,0
2053,33,145.39,5,37,0.52,0
2054,39,52.16,10,29,0.91,0
2055,45,211.89,15,5,0.79,0
2056,37,104.61,4,32,0.91,0
2057,50,229.51,15,24,0.22,0
2058,27,97.69,6,19,0.52,1
2059,57,14.07,18,12,0.84,0
2060,49,37.06,0,1,0.11,0
2061,67,22.54,8,7,0.79,0
2062,50,239.5,17,17,0.18,0
2063,19,142.88,12,34,0.81,0
2064,50,112.82,14,43,0.61,0
2065,50,35.81,2,7,0.19,0
2066,58,20.34,23,17,0.47,0
2067,30,141.24,9,3,0.68,0
2068,47,64.28,8,29,0.63,0
2069,50,25.59,12,22,0.43,0
2070,30,95.87,15,38,0.9,0
2071,69,4.12,2,43,0.52,0
2072,43,39.48,21,29,0.51,0
2073,39,63.22,22,42,0.06,0
2074,56,16.01,14,5,0.92,0
2075,19,417.69,16,30,0.18,0
2076,55,23.46,13,23,0.53,0
2077,56,13.97,6,21,0.8,0
2078,43,22.76,19,26,0.22,1
2079,63,146.56,15,47,0.53,1
2080,67,55.43,20,21,0.24,0
2081,32,83.34,7,20,0.76,0
2082,51,2.12,3,23,0.56,0
2083,59,3.5,19,4,0.86,0
2084,61,59.03,23,21,0.89,1
2085,66,169.64,14,21,0.65,0
2086,57,216.49,4,1,0.73,0
2087,28,9.07,12,15,0.55,0
2088,20,77.3,5,17,0.38,0
2089,23,244.45,4,14,0.65,1
2090,26,49.1,16,19,0.91,0
2091,23,176.94,6,34,0.42,0
2092,26,14.35,5,6,0.31,0
2093,56,273.95,1,45,0.39,0
2094,48,139.2,10,49,0.44,0
2095,49,283.59,6,6,0.07,1
2096,58,112.89,21,5,0.5,0
2097,67,45.16,20,7,0.49,0
2098,29,278.35,7,33,0.59,0
2099,25,32.24,4,13,0.36,0
2100,25,40.37,17,1,0.61,0
2101,67,120.67,21,13,0.88,0
2102,45,144.95,15,43,0.96,0
2103,37,265.08,13,27,0.58,0
2104,64,22.92,11,7,0.04,0
2105,24,159.95,16,3,0.97,0
2106,28,134.15,4,25,0.71,0
2107,37,6.59,13,33,0.34,0
2108,33,48.98,5,40,0.15,0
2109,21,33.24,14,17,0.14,0
2110,23,36.31,6,45,0.17,0
2111,39,407.14,13,14,0.05,0
2112,43,102.94,17,37,0.9,0
2113,20,126.47,0,23,0.54,0
2114,58,375.58,5,24,0.7,0
2115,59,47.35,2,29,0.83,0
2116,31,161.87,4,38,0.79,0
2117,28,57.01,11,27,0.88,0
2118,35,203.66,10,38,0.97,0
2119,29,19.93,12,40,0.44,0
2120,40,295.05,15,45,0.95,0
2121,29,24.69,17,23,0.72,0
2122,30,39.49,16,31,0.07,0
2123,42,141.14,16,36,0.68,0
2124,62,50.05,10,17,0.69,0
2125,68,93.7,19,37,0.91,0
2126,36,58.8,9,3,0.37,0
2127,63,135.62,15,36,0.58,0
2128,53,25.92,1,5,0.01,0
2129,62,6.02,16,46,0.33,0
2130,25,35.66,21,15,0.06,0
2131,46,64.3,19,49,0.52,1
2132,49,18.39,9,6,0.82,0
2133,68,43.82,12,10,0.21,0
2134,61,51.08,11,32,0.53,0
2135,35,5.91,14,23,0.2,0
2136,23,87.54,6,48,0.12,0
2137,35,215.71,21,17,0.51,0
2138,36,16.46,20,46,0.08,0
2139,39,91.08,12,20,0.59,0
2140,54,109.28,11,44,0.03,0
2141,49,54.36,11,41,0.11,0
2142,58,120.76,1,15,0.55,0
2143,20,52.89,4,44,0.59,0
2144,45,70.25,1,46,0.03,0
2145,27,0.74,22,22,0.57,0
2146,68,117.67,19,6,0.84,1
2147,52,108.28,12,4,0.72,0
2148,46,3.92,2,23,0.13,1
2149,32,45.93,10,44,0.59,0
2150,50,386.48,15,45,0.67,0
2151,24,54.6,0,19,0.04,0
2152,29,69.7,18,45,0.86,0
2153,66,240.72,10,31,0.91,0
2154,47,126.32,8,44,0.85,0
2155,38,87.24,13,3,0.82,0
2156,48,159.85,8,28,0.74,0
2157,41,199.78,6,3,0.63,0
2158,37,61.04,15,14,0.68,0
2159,54,64.46,2,18,0.81,0
2160,21,48.78,18,27,0.66,0
2161,45,340.24,3,10,0.33,0
2162,61,119.46,6,49,0.38,0
2163,37,8.69,22,15,0.9,0
2164,41,198.75,11,19,0.02,0
2165,67,65.5,17,9,0.7,0
2166,66,7.12,4,4,0.95,0
2167,68,79.79,22,15,0.71,0
2168,49,53.98,22,48,0.99,0
2169,58,210.17,21,8,0.69,0
2170,53,22.81,9,49,0.03,0
2171,51,175.14,11,1,0.83,0
2172,53,81.57,7,7,0.28,0
2173,19,5.62,18,31,0.45,0
2174,32,357.0,14,18,0.31,0
2175,51,71.87,0,12,0.27,0
2176,53,34.37,2,48,0.43,0
2177,23,63.38,17,30,0.38,0
2178,56,195.09,17,33,0.63,1
2179,59,36.37,1,47,0.81,0
2180,68,21.4,4,7,0.3,0
2181,68,13.82,0,28,0.21,0
2182,29,35.36,9,49,0.67,0
2183,20,151.43,19,3,0.67,0
2184,62,63.8,9,43,0.9,0
2185,35,25.81,4,6,0.02,0
2186,57,18.17,17,31,0.85,0
2187,38,40.46,20,38,0.52,0
2188,32,281.22,14,15,0.62,0
2189,50,42.01,19,7,0.09,0
2190,52,443.32,7,43,0.43,0
2191,43,66.4,16,30,0.23,0
2192,25,19.74,11,27,0.25,0
2193,53,221.77,20,17,0.5,0
2194,65,61.68,11,18,0.81,0
2195,47,123.67,0,22,0.74,0
2196,40,411.73,3,26,0.59,0
2197,59,5.15,7,27,0.54,0
2198,61,10.17,0,40,0.43,0
2199,31,127.46,14,24,0.97,0
2200,31,33.1,17,8,0.56,0
2201,19,20.37,0,21,0.25,0
2202,54,4.02,10,29,0.23,0
2203,22,2.21,22,43,0.61,0
2204,55,148.94,1,21,0.52,0
2205,62,14.44,0,3,0.01,1
2206,58,63.06,11,31,0.83,0
2207,64,93.11,15,27,0.7,0
2208,31,55.92,21,46,0.66,0
2209,56,2.75,21,27,0.07,0
2210,42,153.02,9,9,0.36,0
2211,37,1.06,17,33,0.94,0
2212,19,143.5,14,33,0.86,0
2213,56,223.78,16,26,0.29,0
2214,23,56.71,9,28,0.16,0
2215,34,76.69,2,44,0.45,0
2216,42,64.81,20,43,0.36,0
2217,45,49.3,15,31,0.68,0
2218,19,218.41,5,1,0.97,0
2219,52,224.37,2,20,0.36,0
2220,54,40.92,8,12,0.06,0
2221,22,95.47,10,17,0.9,0
2222,18,261.6,20,15,0.04,0
2223,57,327.17,12,34,0.95,0
2224,29,71.12,17,16,0.66,0
2225,53,60.3,21,4,0.94,0
2226,62,32.67,23,8,0.2,0
2227,40,319.11,21,34,0.04,0
2228,64,15.41,3,46,0.49,0
2229,48,86.71,21,25,0.45,0
2230,28,33.21,23,15,0.33,0
2231,27,32.71,7,28,0.96,0
2232,20,51.91,12,9,0.82,0
2233,31,671.96,9,2,0.66,0
2234,33,5.65,1,17,0.16,0
2235,27,86.4,7,10,0.73,0
2236,46,8.62,5,9,0.73,0
2237,27,16.79,15,31,0.43,0
2238,29,57.9,17,2,0.92,0
2239,47,71.43,16,24,0.17,0
2240,58,29.95,5,19,0.27,0
2241,18,38.05,12,17,0.06,0
2242,22,9.1,22,43,0.8,0
2243,37,36.13,13,49,0.62,0
2244,25,339.8,20,10,0.31,0
2245,60,289.51,9,28,0.16,0
2246,29,40.78,23,38,0.04,0
2247,18,84.6,10,48,0.17,0
2248,37,240.35,12,28,0.45,0
2249,45,0.62,11,1,0.25,0
